0.000000 0.000000 6.261913
0.000000 0.083333 6.252324
0.000000 0.166667 6.223476
0.000000 0.250000 6.175124
0.000000 0.333333 6.106837
0.000000 0.416667 6.017969
0.000000 0.500000 5.907608
0.000000 0.583333 5.774499
0.000000 0.666667 5.616930
0.000000 0.750000 5.432556
0.000000 0.833333 5.218126
0.000000 0.916667 4.969041
0.000000 1.000000 4.678600
0.000000 1.083333 4.336613
0.000000 1.166667 3.926584
0.000000 1.250000 3.419120
0.000000 1.333333 2.753513
0.000000 1.416667 1.776160
0.000000 1.500000 0.000000
0.000000 1.583333 0.000000
0.000000 1.666667 0.000000
0.000000 1.750000 0.000000
0.000000 1.833333 0.000000
0.000000 1.916667 0.000000
0.000000 2.000000 0.000000
0.000000 2.083333 0.000000
0.000000 2.166667 0.000000
0.000000 2.250000 0.000000
0.000000 2.333333 0.000000
0.000000 2.416667 0.000000
0.000000 2.500000 0.000000
0.000000 2.583333 0.000000
0.000000 2.666667 0.000000
0.000000 2.750000 0.000000
0.000000 2.833333 0.000000
0.000000 2.916667 0.000000
0.000000 3.000000 0.000000
0.000000 3.083333 0.000000
0.000000 3.166667 0.000000
0.000000 3.250000 0.000000
0.000000 3.333333 0.000000
0.000000 3.416667 0.000000
0.000000 3.500000 0.000000
0.000000 3.583333 0.000000
0.000000 3.666667 0.000000
0.000000 3.750000 0.000000
0.000000 3.833333 0.000000
0.000000 3.916667 0.000000
0.000000 4.000000 0.000000
0.000000 4.083333 1.045268
0.000000 4.166667 1.592883
0.000000 4.250000 1.944544
0.000000 4.333333 2.197085
0.000000 4.416667 2.389725
0.000000 4.500000 2.541941
0.000000 4.583333 2.664904
0.000000 4.666667 2.765638
0.000000 4.750000 2.848840
0.000000 4.833333 2.917777
0.000000 4.916667 2.974794
0.000000 5.000000 3.021607
0.000000 5.083333 3.059487
0.000000 5.166667 3.089381
0.000000 5.250000 3.111985
0.000000 5.333333 3.127798
0.000000 5.416667 3.137157
0.000000 5.500000 3.140256

0.083333 0.000000 6.271502
0.083333 0.083333 6.261953
0.083333 0.166667 6.233229
0.083333 0.250000 6.185092
0.083333 0.333333 6.117128
0.083333 0.416667 6.028715
0.083333 0.500000 5.918982
0.083333 0.583333 5.786729
0.083333 0.666667 5.630332
0.083333 0.750000 5.447583
0.083333 0.833333 5.235453
0.083333 0.916667 4.989720
0.083333 1.000000 4.704374
0.083333 1.083333 4.370633
0.083333 1.166667 3.975303
0.083333 1.250000 3.498192
0.083333 1.333333 2.909385
0.083333 1.416667 2.175564
0.083333 1.500000 1.336040
0.083333 1.583333 1.003889
0.083333 1.666667 0.848157
0.083333 1.750000 0.763219
0.083333 1.833333 0.710781
0.083333 1.916667 0.675087
0.083333 2.000000 0.648874
0.083333 2.083333 0.628460
0.083333 2.166667 0.611829
0.083333 2.250000 0.597806
0.083333 2.333333 0.585668
0.083333 2.416667 0.574956
0.083333 2.500000 0.565366
0.083333 2.583333 0.556690
0.083333 2.666667 0.548790
0.083333 2.750000 0.541569
0.083333 2.833333 0.534966
0.083333 2.916667 0.528946
0.083333 3.000000 0.523503
0.083333 3.083333 0.518655
0.083333 3.166667 0.514457
0.083333 3.250000 0.511016
0.083333 3.333333 0.508518
0.083333 3.416667 0.507287
0.083333 3.500000 0.507891
0.083333 3.583333 0.511367
0.083333 3.666667 0.519697
0.083333 3.750000 0.536926
0.083333 3.833333 0.572041
0.083333 3.916667 0.647159
0.083333 4.000000 0.823635
0.083333 4.083333 1.294095
0.083333 4.166667 1.690861
0.083333 4.250000 1.994103
0.083333 4.333333 2.227035
0.083333 4.416667 2.409937
0.083333 4.500000 2.556568
0.083333 4.583333 2.676017
0.083333 4.666667 2.774405
0.083333 4.750000 2.855972
0.083333 4.833333 2.923737
0.083333 4.916667 2.979896
0.083333 5.000000 3.026073
0.083333 5.083333 3.063481
0.083333 5.166667 3.093026
0.083333 5.250000 3.115380
0.083333 5.333333 3.131025
0.083333 5.416667 3.140287
0.083333 5.500000 3.143354

0.166667 0.000000 6.300188
0.166667 0.083333 6.290757
0.166667 0.166667 6.262394
0.166667 0.250000 6.214886
0.166667 0.333333 6.147866
0.166667 0.416667 6.060784
0.166667 0.500000 5.952875
0.166667 0.583333 5.823103
0.166667 0.666667 5.670087
0.166667 0.750000 5.491993
0.166667 0.833333 5.286384
0.166667 0.916667 5.050011
0.166667 1.000000 4.778542
0.166667 1.083333 4.466243
0.166667 1.166667 4.105801
0.166667 1.250000 3.688959
0.166667 1.333333 3.210273
0.166667 1.416667 2.680669
0.166667 1.500000 2.164708
0.166667 1.583333 1.831358
0.166667 1.666667 1.625520
0.166667 1.750000 1.493937
0.166667 1.833333 1.404817
0.166667 1.916667 1.340692
0.166667 2.000000 1.291948
0.166667 2.083333 1.253137
0.166667 2.166667 1.221051
0.166667 2.250000 1.193725
0.166667 2.333333 1.169912
